Gene1,Gene2,Score
MTERF3,ESR2,0.99999964
MTERF3,ESR2,0.99999964
ZNF429,ZNF578,0.99999964
HOXD3,ESRRB,0.99999964
PAX3,HOXA13,0.99999964
ZNF391,NR1H4,0.99999964
PAX9,BNC1,0.99999964
NCOA3,USF3,0.99999964
HNF1A,ESRRB,0.99999964
BNC1,ZNF543,0.99999964
PAX9,ESRRB,0.99999964
PAX9,HOXA13,0.99999964
IRF4,ZNF543,0.99999964
NANOG,ESR2,0.99999964
NANOG,ESR2,0.99999964
PAX3,HOXA13,0.99999964
ZNF391,HOXD13,0.99999964
TLX3,TCF21,0.99999964
PAX9,RBSN,0.99999964
ZNF429,NR1H4,0.99999964
GATA5,NR1I2,0.99999964
HOXD12,USF3,0.99999964
HOXD3,FOXK1,0.99999964
PAX3,RBSN,0.99999964
PAX3,ESRRB,0.99999964
ZNF85,ZNF578,0.99999964
NEUROG1,NR5A2,0.99999964
HNF1A,HOXA13,0.9999995
NEUROG1,ZSCAN30,0.9999995
PRDM5,NR5A2,0.9999995
PAX9,PAX9,0.9999995
HNF1A,ESRRB,0.9999995
HNF1A,RBSN,0.9999995
TLX3,SCML4,0.9999995
HOXD3,HOXA13,0.9999995
LHX4,ESR2,0.9999995
LHX4,NR5A2,0.9999995
NEUROG1,SCML4,0.9999995
LHX4,ESR2,0.9999995
ZNF316,ESR2,0.9999995
GATA5,FOXG1,0.9999995
ZNF85,NR1H4,0.9999995
ZNF316,ESR2,0.9999995
HOXD3,FOXK1,0.9999995
ZNF391,HOXD13,0.9999995
TLX3,SNAI3,0.9999995
TCF21,TCF21,0.9999995
PAX3,FOXK1,0.9999995
TLX3,ZNF544,0.9999994
HOXD3,HOXA13,0.9999994
GATA5,FOXR2,0.9999994
GATA5,SCML4,0.9999994
PAX9,ZNF543,0.9999994
HOXD12,ESR2,0.9999994
HOXD12,ESR2,0.9999994
PRDM5,SCML4,0.9999994
ZNF429,NR1H4,0.9999994
PRDM5,ZSCAN30,0.9999994
PAX9,FOXK1,0.9999994
NEUROG1,IRF4,0.9999994
NCOA3,ESR2,0.9999994
NCOA3,ESR2,0.9999994
ZNF391,NR1H4,0.9999994
GATA5,TCF21,0.9999994
PAX3,HOXA13,0.9999993
TLX3,ZNF578,0.9999993
PAX9,HOXA13,0.9999993
ZNF85,USF3,0.9999993
NANOG,TCF21,0.9999993
MTERF3,TCF21,0.9999993
PAX3,NR5A2,0.9999993
HNF1A,RBSN,0.9999993
PRDM5,IRF4,0.9999993
HNF1A,HOXA13,0.9999993
HNF1A,FOXK1,0.9999993
ZNF391,ZNF578,0.9999993
HNF1A,ESRRB,0.9999993
NANOG,SCML4,0.99999917
ZNF316,TCF21,0.99999917
SRCAP,TCF21,0.99999917
ZFP90,ESRRB,0.99999917
MTERF3,SCML4,0.99999917
MTERF3,SNAI3,0.99999917
NANOG,SNAI3,0.99999917
PRDM5,NEUROG1,0.99999917
TLX3,NR1I2,0.99999917
HOXA3,TCF21,0.99999917
HNF1A,FOXK1,0.99999905
NANOG,ZNF544,0.99999905
PAX3,ZSCAN30,0.99999905
ZNF391,NR1H4,0.99999905
HNF1A,HOXA13,0.99999905
ZNF429,USF3,0.99999905
NEUROG1,BNC1,0.99999905
LHX4,ESRRB,0.99999905
TLX3,FOXG1,0.99999905
LHX4,TCF21,0.99999905
MTERF3,ZNF544,0.99999905
TLX3,FOXR2,0.9999989
PRDM5,BNC1,0.9999989
NEUROG1,PAX9,0.9999989
ZNF316,SCML4,0.9999989
TCF21,HOXD13,0.9999989
HOXD3,NR5A2,0.9999989
TCF21,NR1H4,0.9999989
ZNF316,SNAI3,0.9999989
PAX3,SCML4,0.9999989
NANOG,ZNF578,0.9999988
PAX3,IRF4,0.9999988
LHX4,SNAI3,0.9999988
ZNF85,ESR2,0.9999988
ZNF85,ESR2,0.9999988
GFI1B,TCF21,0.9999988
GATA5,NR5A2,0.9999988
ZNF316,ZNF544,0.9999988
MTERF3,ZNF578,0.9999988
TLX3,SCML4,0.9999988
TLX3,TCF21,0.9999988
PRDM5,PAX9,0.9999988
HOXD3,NR5A2,0.9999988
LHX4,SCML4,0.9999987
PAX3,NEUROG1,0.9999987
HOXD12,TCF21,0.9999987
PAX9,NR5A2,0.9999987
NCOA3,TCF21,0.9999987
HNF1A,HOXA13,0.9999987
MTERF3,NR1I2,0.99999857
PAX3,NR5A2,0.99999857
LHX4,ZNF544,0.99999857
NANOG,NR1I2,0.99999857
HOXD3,ZSCAN30,0.99999857
NEUROG1,ZNF543,0.99999857
TCF21,HOXD13,0.99999857
NEUROG1,PAX9,0.99999857
NANOG,FOXG1,0.99999845
ZNF429,ESR2,0.99999845
MTERF3,FOXG1,0.99999845
ZFP90,RBSN,0.99999845
ZFP90,HOXA13,0.99999845
HOXD3,ZSCAN30,0.99999845
NCOA3,SNAI3,0.99999845
ZNF316,ZNF578,0.99999845
HOXD12,SNAI3,0.99999845
ZNF429,ESR2,0.99999845
HOXD3,SCML4,0.99999845
ZFP90,ESRRB,0.99999833
HOXD3,SCML4,0.99999833
PRDM5,PAX9,0.99999833
HOXD3,IRF4,0.99999833
PRDM5,ZNF543,0.99999833
ZNF391,USF3,0.99999833
TCF21,NR1H4,0.99999833
HOXD12,SCML4,0.99999833
NCOA3,SCML4,0.99999833
HOXD12,ZNF544,0.9999982
NCOA3,ZNF544,0.9999982
PAX3,BNC1,0.9999982
LHX4,ZNF578,0.9999982
ZNF316,NR1I2,0.9999982
NANOG,FOXR2,0.9999982
HNF1A,NR5A2,0.9999982
PAX3,ZSCAN30,0.9999982
HOXD3,IRF4,0.9999982
PAX9,ZSCAN30,0.9999982
HOXD3,NEUROG1,0.9999981
PAX9,SCML4,0.9999981
ZNF316,FOXG1,0.9999981
LHX4,HOXA13,0.9999981
LHX4,RBSN,0.9999981
FOXA1,TCF21,0.9999981
MTERF3,FOXR2,0.9999981
ELF5,TCF21,0.9999981
PAX9,IRF4,0.999998
PAX3,PAX9,0.999998
MTERF3,TCF21,0.999998
LHX4,ESRRB,0.999998
LHX4,NR1I2,0.999998
NANOG,SCML4,0.999998
NANOG,TCF21,0.999998
MTERF3,SCML4,0.999998
PAX3,SCML4,0.999998
TCF21,ZNF578,0.999998
HOXD3,NEUROG1,0.999998
GATA5,ESRRB,0.99999785
PAX3,IRF4,0.99999785
ZFP90,FOXK1,0.99999774
HOXD12,ZNF578,0.99999774
TLX3,NR5A2,0.99999774
LHX4,FOXG1,0.99999774
PAX3,NEUROG1,0.9999976
ZNF316,FOXR2,0.9999976
HNF1A,ZSCAN30,0.9999976
ZNF85,TCF21,0.9999976
NCOA3,ZNF578,0.9999976
HOXD3,BNC1,0.9999975
ZNF316,SCML4,0.9999975
HOXD12,NR1I2,0.9999974
NCOA3,NR1I2,0.9999974
ZNF316,TCF21,0.9999974
FOXA1,TCF21,0.9999974
HNF1A,SCML4,0.9999974
HNF1A,NR5A2,0.9999974
HOXD3,BNC1,0.99999726
HOXD3,PAX9,0.99999726
PAX3,ZNF543,0.99999726
LHX4,FOXR2,0.99999726
ZNF391,ESR2,0.99999726
ZNF391,ESR2,0.99999726
TCF21,NR1H4,0.99999714
PAX3,PAX9,0.99999714
HNF1A,IRF4,0.99999714
ZNF85,SNAI3,0.99999714
HOXD12,FOXG1,0.99999714
ZNF429,TCF21,0.999997
TCF21,HOXD13,0.999997
TCF21,NR1H4,0.999997
LHX4,SCML4,0.999997
NCOA3,FOXG1,0.999997
ZFP90,HOXA13,0.999997
LHX4,FOXK1,0.999997
PAX9,BNC1,0.9999969
ZNF85,SCML4,0.9999969
LHX4,TCF21,0.9999969
HOXD3,PAX9,0.9999969
HNF1A,NEUROG1,0.9999969
PAX3,BNC1,0.9999968
ZNF85,ZNF544,0.99999666
ELF5,TCF21,0.99999666
HOXD12,FOXR2,0.99999654
PAX3,PAX9,0.99999654
HNF1A,ZSCAN30,0.99999654
ZNF429,SNAI3,0.9999964
NCOA3,FOXR2,0.9999963
LHX4,HOXA13,0.9999963
ZNF429,SCML4,0.9999962
HNF1A,SCML4,0.9999962
HOXD12,SCML4,0.9999962
NANOG,NR5A2,0.9999962
HOXD12,TCF21,0.99999607
HOXD3,ZNF543,0.99999607
MTERF3,NR5A2,0.99999607
HOXD3,PAX9,0.99999595
GATA5,RBSN,0.99999595
NCOA3,SCML4,0.99999595
HNF1A,IRF4,0.99999595
ZNF429,ZNF544,0.9999958
TLX3,ESRRB,0.9999958
GATA5,HOXA13,0.9999958
TCF21,HOXD13,0.9999958
HNF1A,BNC1,0.9999958
ZNF85,ZNF578,0.9999958
NCOA3,TCF21,0.9999958
HNF1A,NEUROG1,0.9999957
HOXD3,ZNF543,0.9999957
GATA5,ESRRB,0.9999956
HOXD3,PAX9,0.9999956
HNF1A,PAX9,0.99999547
ZNF85,NR1I2,0.99999535
HOXA3,NR1H4,0.99999535
PAX9,ZNF543,0.99999535
ESR2,USF3,0.99999535
TCF21,NR1H4,0.99999535
HOXA3,HOXD13,0.99999523
TCF21,USF3,0.99999523
ZNF316,NR5A2,0.999995
PAX3,ZNF543,0.999995
PAX3,PAX9,0.9999949
ZNF85,FOXG1,0.9999949
ZNF429,ZNF578,0.99999475
ESR2,USF3,0.99999464
ZNF391,TCF21,0.9999945
TCF21,ZNF578,0.9999944
LHX4,NR5A2,0.9999943
ZNF429,NR1I2,0.99999416
HNF1A,BNC1,0.9999939
SRCAP,NR1H4,0.9999939
ZFP90,NR5A2,0.9999939
GATA5,FOXK1,0.9999938
SRCAP,HOXD13,0.9999938
ZNF85,FOXR2,0.9999937
HNF1A,PAX9,0.9999937
ZNF391,SNAI3,0.99999356
HNF1A,ZNF543,0.99999356
ZNF429,FOXG1,0.99999356
HOXA3,HOXD13,0.99999344
HNF1A,PAX9,0.9999933
ZNF672,TCF21,0.9999933
ZNF391,SCML4,0.9999932
ZNF85,SCML4,0.9999932
NANOG,ESRRB,0.99999297
ZNF85,TCF21,0.99999285
MTERF3,ESRRB,0.9999927
HOXD12,NR5A2,0.9999927
PRDM14,TCF21,0.9999927
HOXA3,NR1H4,0.9999927
ZNF391,ZNF544,0.9999926
LHX4,NR5A2,0.9999924
TLX3,RBSN,0.99999225
ZFP90,ZSCAN30,0.99999225
PAX3,PRDM5,0.99999213
GATA5,HOXA13,0.99999213
TCF21,ESR2,0.99999213
ZNF429,FOXR2,0.999992
TLX3,HOXA13,0.999992
TCF21,ESR2,0.999992
NCOA3,NR5A2,0.999992
TCF21,USF3,0.9999918
TCF21,NR1H4,0.9999918
TLX3,ESRRB,0.99999154
ZNF429,SCML4,0.9999914
HOXA3,ZNF578,0.9999914
ZFP90,SCML4,0.9999913
SRCAP,HOXD13,0.9999913
ZNF429,TCF21,0.99999106
ZFP90,IRF4,0.99999106
HNF1A,ZNF543,0.9999908
ZNF316,ESRRB,0.9999908
ZFP90,NEUROG1,0.9999907
HNF1A,PAX9,0.99999046
ZNF391,ZNF578,0.99999046
LHX4,ZSCAN30,0.99999034
FOXO3,TCF21,0.99999034
SRCAP,NR1H4,0.99999034
ZNF492,TCF21,0.9999901
PAX3,PAX3,0.99999
GFI1B,NR1H4,0.99998975
GFI1B,HOXD13,0.9999896
ZNF391,NR1I2,0.9999895
LHX4,ESRRB,0.9999893
HOXA11,TCF21,0.9999893
LHX4,SCML4,0.99998903
LHX4,IRF4,0.9999888
ZNF391,FOXG1,0.99998856
HOXD3,PRDM5,0.99998856
SRCAP,ZNF578,0.99998856
LHX4,NEUROG1,0.99998844
TLX3,FOXK1,0.9999882
TCF21,TCF21,0.99998784
USF3,NR1H4,0.9999877
HOXA3,NR1H4,0.9999877
HOXD3,PRDM5,0.9999876
SNAI3,USF3,0.9999875
USF3,HOXD13,0.99998736
HNF1A,PAX3,0.99998724
NANOG,RBSN,0.99998724
ZNF85,NR5A2,0.9999871
ZFP90,PAX9,0.999987
TCF21,USF3,0.9999869
NANOG,HOXA13,0.99998677
MTERF3,RBSN,0.99998677
HOXD12,ESRRB,0.99998665
TCF21,USF3,0.9999865
ZFP90,BNC1,0.9999865
FOXO3,TCF21,0.9999863
MTERF3,HOXA13,0.9999863
NANOG,ESRRB,0.99998593
PAX3,PRDM5,0.9999858
MTERF3,ESRRB,0.99998534
ZNF391,FOXR2,0.99998534
GFI1B,HOXD13,0.9999851
TLX3,HOXA13,0.9999851
NCOA3,ESRRB,0.999985
TCF21,TCF21,0.99998486
USF3,HOXD13,0.9999844
ZNF391,SCML4,0.99998426
LHX4,PAX9,0.999984
GATA5,NR5A2,0.9999839
ZNF429,NR5A2,0.9999839
GFI1B,NR1H4,0.99998367
ZNF391,TCF21,0.99998343
ELF5,NR1H4,0.99998343
SRCAP,NR1H4,0.9999833
ZNF316,RBSN,0.9999833
ELF5,HOXD13,0.9999832
LHX4,BNC1,0.9999832
USF3,NR1H4,0.99998283
ZNF316,HOXA13,0.9999827
FOXA1,NR1H4,0.99998236
FOXA1,HOXD13,0.99998224
TCF21,SNAI3,0.99998224
HNF1A,PRDM5,0.999982
HNF1A,PAX3,0.9999819
TCF21,SCML4,0.99998176
ZNF316,ESRRB,0.9999815
PAX3,HOXD3,0.99998116
GFI1B,ZNF578,0.99998105
LHX4,RBSN,0.9999807
NANOG,FOXK1,0.99998057
ZFP90,ZNF543,0.99998033
TCF21,ZNF544,0.9999802
HOXA3,USF3,0.9999801
FOXR2,USF3,0.9999801
GATA5,ZSCAN30,0.99998
LHX4,HOXA13,0.99998
USF3,ZNF578,0.99997985
MTERF3,FOXK1,0.99997973
ZFP90,PAX9,0.999979
LHX4,ESRRB,0.99997854
SCML4,USF3,0.9999784
TCF21,ESR2,0.99997807
TCF21,ESR2,0.9999776
GATA5,NEUROG1,0.999977
ZNF85,ESRRB,0.9999769
GATA5,IRF4,0.9999769
GATA5,SCML4,0.99997663
HOXD12,RBSN,0.99997604
ELF5,HOXD13,0.9999759
NANOG,HOXA13,0.9999757
LHX4,ZNF543,0.99997544
HOXD12,HOXA13,0.99997497
SCML4,USF3,0.99997497
MTERF3,HOXA13,0.9999746
ZNF316,FOXK1,0.99997437
TCF21,ZNF578,0.99997425
FOXA1,HOXD13,0.99997425
HNF1A,PRDM5,0.99997413
USF3,NR1H4,0.99997413
LHX4,PAX9,0.999974
ELF5,NR1H4,0.99997365
HOXD12,ESRRB,0.9999732
SRCAP,USF3,0.99997306
NCOA3,RBSN,0.99997246
GFI1B,NR1H4,0.9999722
TCF21,NR1I2,0.9999722
ZKSCAN3,TCF21,0.9999721
FOXA1,NR1H4,0.999972
FOXA1,HOXD13,0.99997187
FOXA1,NR1H4,0.99997175
ZNF429,ESRRB,0.99997115
NCOA3,HOXA13,0.99997103
ZNF391,NR5A2,0.99997044
LHX4,FOXK1,0.9999703
TCF21,FOXG1,0.9999702
ELF5,ZNF578,0.9999696
NR1I2,USF3,0.9999695
TLX3,NR5A2,0.99996924
GATA5,PAX9,0.999969
NCOA3,ESRRB,0.9999689
HOXA3,ESR2,0.9999685
HOXA3,ESR2,0.99996793
ZNF316,HOXA13,0.9999677
FOXA1,ZNF578,0.99996734
ELF5,NR1H4,0.9999671
ELF5,HOXD13,0.99996674
ZKSCAN3,TCF21,0.999966
PAX3,HOXD3,0.999966
GATA5,BNC1,0.99996555
HOXD12,FOXK1,0.99996316
LHX4,HOXA13,0.9999628
TLX3,ZSCAN30,0.99996233
HNF1A,HNF1A,0.9999614
USF3,USF3,0.99996126
TCF21,FOXR2,0.9999608
ZNF85,RBSN,0.9999596
FOXA1,HOXD13,0.99995875
NR5A2,USF3,0.9999584
TLX3,NEUROG1,0.99995804
TCF21,SCML4,0.9999579
ZNF85,HOXA13,0.9999577
HNF1A,HOXD3,0.9999577
TCF21,TCF21,0.99995756
HNF1A,PAX3,0.9999572
SRCAP,ESR2,0.99995685
NCOA3,FOXK1,0.99995685
TLX3,IRF4,0.9999565
SRCAP,ESR2,0.9999558
ELF5,NR1H4,0.99995553
GFI1B,USF3,0.9999554
TCF21,TCF21,0.9999554
HOXA11,NR1H4,0.9999554
TLX3,SCML4,0.99995506
FOXA1,NR1H4,0.99995494
ZNF85,ESRRB,0.9999547
FOXG1,USF3,0.99995434
HOXA11,HOXD13,0.999954
HOXD12,HOXA13,0.99995387
LHX4,PAX3,0.99995244
ELF5,HOXD13,0.9999517
FOXA1,NR1H4,0.9999516
PAX3,HOXD3,0.999951
GATA5,ZNF543,0.99995077
TCF21,SNAI3,0.9999505
NANOG,NR5A2,0.9999504
TCF21,SCML4,0.9999503
ZNF429,RBSN,0.9999496
FOXA1,ZNF578,0.9999485
GATA5,PAX9,0.99994755
ELF5,NR1H4,0.9999474
MTERF3,NR5A2,0.9999474
ZNF429,HOXA13,0.9999471
TCF21,ZNF544,0.99994683
ZNF391,ESRRB,0.9999466
NCOA3,HOXA13,0.99994516
TLX3,PAX9,0.99994504
ZNF429,ESRRB,0.9999434
GLI4,TCF21,0.99994266
HOXA3,TCF21,0.99994135
ELF5,ZNF578,0.9999405
HOXA11,HOXD13,0.99994004
NANOG,ZSCAN30,0.9999397
HNF1A,HOXD3,0.99993896
HNF1A,PAX3,0.9999385
ZNF85,FOXK1,0.9999385
MTERF3,ZSCAN30,0.999936
TLX3,BNC1,0.9999354
HOXA11,NR1H4,0.99993503
NANOG,NEUROG1,0.9999343
ZNF316,NR5A2,0.9999329
PRDM5,ZFP90,0.99993265
HOXA3,SNAI3,0.9999325
HOXA3,SCML4,0.9999324
LHX4,PRDM5,0.9999311
NANOG,IRF4,0.99993086
MTERF3,NEUROG1,0.99993086
ELF5,USF3,0.9999298
TCF21,ZNF578,0.99992967
GFI1B,ESR2,0.9999292
ESRRB,USF3,0.9999287
NANOG,SCML4,0.9999275
HOXA11,ZNF578,0.9999274
HOXA3,ZNF544,0.9999273
GFI1B,ESR2,0.99992716
MTERF3,IRF4,0.99992657
TCF21,NR1I2,0.9999248
ZNF85,HOXA13,0.9999237
ZNF429,FOXK1,0.99992335
FOXA1,NR1H4,0.9999232
FOXA1,USF3,0.9999231
TCF21,NR5A2,0.9999231
LHX4,NR5A2,0.999923
PRDM14,NR1H4,0.9999229
MTERF3,SCML4,0.99992263
PRDM14,HOXD13,0.9999223
HOXD3,HOXD3,0.9999211
TCF21,FOXG1,0.99992037
ZNF316,ZSCAN30,0.99991894
SRCAP,TCF21,0.999918
NANOG,PAX9,0.9999156
ZNF316,NEUROG1,0.9999126
ELF5,NR1H4,0.9999125
MTERF3,PAX9,0.9999113
PAX3,HOXD3,0.9999107
TLX3,ZNF543,0.99990916
ZNF672,HOXD13,0.999908
ZNF672,NR1H4,0.999908
ZNF391,RBSN,0.999907
ZNF316,IRF4,0.99990666
GATA5,PAX3,0.99990666
LHX4,ZSCAN30,0.99990654
SRCAP,SCML4,0.9999058
HOXA3,ZNF578,0.9999057
PAX3,TCF21,0.9999052
SRCAP,SNAI3,0.9999049
ZNF429,HOXA13,0.9999045
HOXD12,NR5A2,0.99990404
HOXA11,NR1H4,0.9999033
TLX3,PAX9,0.999902
ZNF391,HOXA13,0.9999014
LHX4,HNF1A,0.9999012
LHX4,NEUROG1,0.9999008
ZNF316,SCML4,0.9999007
HOXA3,NR1I2,0.9999
SRCAP,ZNF544,0.9998982
NANOG,BNC1,0.9998981
PAX3,ZFP90,0.9998971
HOXA3,FOXG1,0.99989414
ZNF391,ESRRB,0.9998939
LHX4,IRF4,0.99989283
TCF21,NR1H4,0.9998925
MTERF3,BNC1,0.99989116
TCF21,FOXR2,0.99989116
ESRRB,USF3,0.9998909
USF3,ZNF544,0.99989045
HNF1A,HOXD3,0.99989045
TCF21,HOXD13,0.9998903
ELF5,ESR2,0.99988985
ZNF316,PAX9,0.9998888
HOXB1,TCF21,0.999887
PRDM14,HOXD13,0.99988663
ELF5,ESR2,0.9998865
LHX4,SCML4,0.9998863
HOXA13,USF3,0.9998853
HOXD12,ZSCAN30,0.99988484
TCF21,SCML4,0.99988306
NCOA3,NR5A2,0.99988246
ETS2,TCF21,0.9998808
SCML4,USF3,0.9998808
FOXA1,USF3,0.9998789
HOXD12,NEUROG1,0.99987876
FOXA1,ESR2,0.99987805
PRDM14,NR1H4,0.9998772
TCF21,TCF21,0.999876
LHX4,PAX9,0.99987483
FOXA1,ESR2,0.999874
HOXD12,IRF4,0.99986804
GFI1B,TCF21,0.9998667
USF3,ZNF578,0.99986637
SRCAP,ZNF578,0.9998661
TCF21,ESRRB,0.99986506
PRDM14,ZNF578,0.9998646
GATA5,PRDM5,0.999864
ELF5,USF3,0.99986327
ZNF316,BNC1,0.9998621
ZNF672,HOXD13,0.9998616
ZNF492,NR1H4,0.9998605
ZNF492,HOXD13,0.99986017
NANOG,ZNF543,0.99985886
SRCAP,NR1I2,0.99985886
HOXD12,SCML4,0.99985766
HOXA11,USF3,0.99985754
HOXA3,FOXR2,0.9998574
NCOA3,ZSCAN30,0.99985707
ZNF391,FOXK1,0.99985695
NCOA3,NEUROG1,0.9998529
SRCAP,FOXG1,0.99985254
GFI1B,SCML4,0.9998504
ZNF672,NR1H4,0.99985003
FOXO3,HOXD13,0.99984944
FOXO3,NR1H4,0.9998493
MTERF3,ZNF543,0.9998492
HOXD12,PAX9,0.99984825
NANOG,PAX9,0.9998474
HOXA3,SCML4,0.9998474
GFI1B,SNAI3,0.9998468
TCF21,HOXD13,0.9998442
ZNF85,NR5A2,0.9998437
HOXD3,ZFP90,0.9998436
LHX4,HOXD3,0.99984205
NR5A2,USF3,0.9998416
LHX4,PAX3,0.9998416
LHX4,BNC1,0.9998412
HNF1A,HOXD3,0.999841
GFI1B,ZNF544,0.9998386
HOXA3,TCF21,0.9998385
FOXK1,USF3,0.9998368
MTERF3,PAX9,0.9998362
NCOA3,IRF4,0.99983525
HOXD3,ZFP90,0.9998348
ZNF672,ZNF578,0.99983466
TCF21,NR1H4,0.9998323
TLX3,PAX3,0.99982905
RBSN,USF3,0.9998235
NCOA3,SCML4,0.9998222
ZNF391,HOXA13,0.999821
TCF21,ZNF578,0.9998192
NCOA3,PAX9,0.99981827
PAX3,ZFP90,0.99981445
ZNF85,ZSCAN30,0.9998141
ZSCAN30,HOXA11,0.9998116
GATA5,HNF1A,0.9998099
ZNF85,NEUROG1,0.9998091
FOXA1,ESR2,0.9998087
ZNF316,ZNF543,0.99980813
HOXD12,BNC1,0.9998053
ZNF429,NR5A2,0.99980396
FOXA1,ESR2,0.9998017
PRDM14,NR1H4,0.99980146
SRCAP,FOXR2,0.99979573
ELF5,TCF21,0.9997954
HOXA11,ESR2,0.9997954
ZNF316,PAX9,0.9997924
HOXA11,ESR2,0.99979144
ZNF492,HOXD13,0.99978954
TCF21,NR5A2,0.9997893
ZNF85,IRF4,0.99978906
ELF5,ESR2,0.9997874
GFI1B,ZNF578,0.9997873
LHX4,ZNF543,0.99978334
SRCAP,SCML4,0.9997812
ELF5,ESR2,0.99978
HOXA13,USF3,0.9997774
GFI1B,NR1I2,0.9997774
HNF1A,ZFP90,0.9997769
ZNF492,NR1H4,0.99977297
TCF21,RBSN,0.9997727
ELF5,SCML4,0.99977237
FOXO3,HOXD13,0.9997706
FOXO3,HOXD13,0.99976975
FOXA1,TCF21,0.9997696
ZNF85,SCML4,0.9997696
GFI1B,FOXG1,0.99976856
FOXO3,NR1H4,0.99976844
ZNF429,ZSCAN30,0.9997683
ELF5,SNAI3,0.9997656
ZNF85,PAX9,0.99976546
SRCAP,TCF21,0.9997652
ZNF429,NEUROG1,0.99976283
LHX4,PAX9,0.9997619
TCF21,HOXA13,0.9997558
ZNF492,ZNF578,0.99975437
ELF5,ZNF544,0.999754
NCOA3,BNC1,0.9997527
FOXO3,NR1H4,0.99975246
ZNF672,NR1H4,0.9997509
TLX3,PRDM5,0.99974746
LHX4,HNF1A,0.999744
FOXA1,SCML4,0.9997435
TCF21,NR1H4,0.9997422
NANOG,PAX3,0.9997396
TCF21,ESRRB,0.9997365
ZNF429,IRF4,0.9997365
FOXA1,SNAI3,0.9997348
HOXA3,NR5A2,0.99973387
HOXD12,ZNF543,0.9997329
FOXO3,ZNF578,0.9997317
IRF4,HOXA11,0.999728
FOXA1,ZNF544,0.9997248
MTERF3,PAX3,0.99971956
ZNF429,PAX9,0.9997105
ZNF429,SCML4,0.99971014
BNC1,HOXA11,0.9997093
HOXD12,PAX9,0.9997087
PRDM14,USF3,0.9996964
GATA5,PAX3,0.99969494
GATA5,HOXD3,0.9996947
ZNF85,BNC1,0.9996911
HNF1A,ZFP90,0.9996774
ELF5,ZNF578,0.9996772
GFI1B,FOXR2,0.9996747
NCOA3,ZNF543,0.9996661
HOXA11,TCF21,0.99966466
ELF5,NR1I2,0.99966383
TLX3,HNF1A,0.9996542
ELF5,FOXG1,0.999653
GFI1B,SCML4,0.9996518
TCF21,FOXK1,0.9996517
ZSCAN30,USF3,0.99964833
FOXO3,HOXD13,0.9996464
ZNF316,PAX3,0.99964595
FOXA1,TCF21,0.99963963
HOXA11,SCML4,0.9996344
TCF21,ESRRB,0.9996339
FOXA1,ZNF578,0.9996339
HOXA11,SNAI3,0.99963284
ZNF492,NR1H4,0.9996315
NR1I3,TCF21,0.9996276
GFI1B,TCF21,0.9996264
ZNF391,NR5A2,0.9996258
NCOA3,PAX9,0.9996246
HOXA11,ZNF544,0.99962234
FOXO3,NR1H4,0.9996196
FOXA1,NR1I2,0.99961793
NANOG,PRDM5,0.99961567
ZNF672,USF3,0.99961555
ZNF429,BNC1,0.9996153
TCF21,USF3,0.9996151
SRCAP,NR5A2,0.99961436
ELF5,TCF21,0.9996081
FOXA1,FOXG1,0.9996068
FOXA1,SCML4,0.9996043
LHX4,PAX3,0.9995963
FOXO3,NR1H4,0.9995932
LHX4,HOXD3,0.99959165
FOXO3,ZNF578,0.99959034
FOXA1,SNAI3,0.9995863
ZNF85,ZNF543,0.999585
MTERF3,PRDM5,0.99958247
PAX9,HOXA11,0.99957985
FOXA1,ZNF544,0.99957496
ELF5,SCML4,0.999574
TCF21,HOXA13,0.9995696
ZNF391,NEUROG1,0.9995639
ZNF391,ZSCAN30,0.9995604
ELF5,SNAI3,0.99955434
HOXA3,ESRRB,0.9995517
ZNF85,PAX9,0.9995448
ELF5,ZNF544,0.99954057
PRDM14,ESR2,0.9995378
HOXA11,ZNF578,0.9995308
TCF21,USF3,0.9995253
PRDM14,ESR2,0.9995196
GATA5,HNF1A,0.999514
ELF5,FOXR2,0.999511
HOXD12,PAX3,0.9995109
HOXA11,NR1I2,0.99950755
ZNF391,IRF4,0.99949944
IRF4,USF3,0.99949527
NANOG,HNF1A,0.99948287
ZNF429,ZNF543,0.999482
ZNF391,PAX9,0.99948174
ELF5,SCML4,0.99947757
HOXA11,FOXG1,0.9994734
ZNF316,PRDM5,0.9994703
BNC1,USF3,0.9994622
LHX4,GATA5,0.99945456
ZNF543,USF3,0.9994479
TLX3,PAX3,0.99943966
MTERF3,HNF1A,0.99943835
FOXA1,FOXR2,0.9994382
ZNF391,SCML4,0.9994381
ZNF492,USF3,0.99943787
ELF5,TCF21,0.9994373
TLX3,HOXD3,0.99943715
TCF21,ESR2,0.99943405
ZNF429,PAX9,0.9994337
FOXA1,ZNF578,0.9994325
TCF21,ESR2,0.99941385
FOXA1,NR1I2,0.99941146
ZKSCAN3,HOXD13,0.99940836
ZNF672,ESR2,0.9994049
ZKSCAN3,NR1H4,0.99940264
FOXA1,FOXG1,0.99939907
FOXA1,SCML4,0.9993987
GFI1B,NR5A2,0.99939513
ELF5,ZNF578,0.9993942
LHX4,PRDM5,0.99939406
TCF21,RBSN,0.9993919
ZSCAN12,TCF21,0.9993789
ZNF672,ESR2,0.9993783
FOXO3,USF3,0.99937683
FOXO3,NR1H4,0.99937624
ELF5,NR1I2,0.99937505
PAX3,TCF21,0.99937063
NCOA3,PAX3,0.9993606
