Source,Target
GATA4,GFI1B
GATA4,PRDM14
GATA4,TCF21
GATA4,ZNF429
GATA4,ZNF391
GATA4,HOXD12
GATA4,ZNF316
GATA4,TLX3
GATA4,LHX4
GATA4,JRK
GATA4,GATA5
GATA4,NCOA3
GATA4,PAX3
GATA4,HOXD3
GATA4,NEUROG1
GATA4,PAX9
GATA4,IRF4
GATA4,ZSCAN30
GATA4,HOXA11
GATA4,PRDM13
GATA4,HOXA13
GATA4,ZNF543
GATA4,NR5A2
GATA4,SCML4
GATA4,NR1I2
GATA4,NR2F2
GATA4,SNAI3
GATA4,TCF21
GATA4,SHOX
GATA4,USF3
GATA4,ZNF578
GATA4,NR1H4
GATA4,ZNF777
GATA4,HOXD13
GATA4,ZNF99
GATA4,TBX5
GATA4,SKIL
GATA4,NPAS4
GATA4,TBX1
GATA4,SMAD4
GATA4,ZSCAN23
GATA4,IKZF1
GATA4,ZNF710
GATA4,RREB1
GATA4,PROX2
GATA4,ONECUT1
GATA4,PAX9
GATA4,ONECUT2
GATA4,SIM1
GATA4,SIX1
GATA4,SOX5
GATA4,GATAD2A
GATA4,IRF4
GATA4,NEUROD4
GATA4,HOXA1
GATA4,NR1I3
GATA4,PAX4
GATA4,ZNF443
GATA4,NKX2-1
GATA4,ZSCAN10
GATA4,KLF14
GATA4,SCML4
GATA4,HNF1A
GATA4,MEOX2
GATA4,HOXB8
GATA4,POU3F4
GATA4,HOXA13
GATA4,ZNF804B
GATA4,HOXD4
GATA4,ZFP1
GATA4,RREB1
GATA4,PITX1
GATA4,POU2F3
GATA4,ZFP42
GATA4,HMGA2
GATA4,HMGA2
GATA4,NR2F6
GATA4,GSX1
GATA4,ZNF583
GATA4,MKX
GATA4,TBX20
GATA4,HOXD13
GATA4,SHOX2
GATA4,REPIN1
GATA4,NFKB2
GATA4,MYNN
GATA4,PRDM15
GATA4,HOXA13
GATA4,NR5A2
GATA4,LBX1
GATA4,ZBTB24
GATA4,GSC2
GATA4,ZNF705G
GATA4,ZNF771
GATA4,ZNF214
GATA4,NFATC2
GATA4,ZNF92
GATA4,HOXB8
GATA4,PATZ1
GATA4,IRF6
GATA4,ZSCAN20
GATA4,GATAD2A
GATA4,ZNF324B
GATA4,HMG20B
GATA4,ZNF572
GATA4,ZNF33B
GATA4,NKX3-2
GATA4,RAG1
GATA4,ZNF782
GATA4,ZKSCAN3
GATA4,SP140L
GATA4,HES2
GATA4,SPZ1
GATA4,TBX3
GATA4,ZNF214
GATA4,TFAP2B
GATA4,HOXD8
GATA4,SRY
GATA4,NR1H4
GATA4,TLX1
GATA4,HMGA2
GATA4,WT1
GATA4,GCM2
GATA4,PAX8
GATA4,POU6F1
GATA4,SOX4
GATA4,ZNF397
GATA4,TCF24
GATA4,HES2
GATA4,HES6
GATA4,ZNF365
GATA4,PLSCR1
GATA4,POU5F2
GATA4,ZNF852
GATA4,ZNF578
GATA4,PAX8
GATA4,ZNF556
GATA4,RORA
GATA4,HMGA2
GATA4,NR5A2
GATA4,HMGA2
GATA4,TFAP2C
GATA4,ZFP42
GATA4,HNF1B
GATA4,NKX1-1
GATA4,RARB
GATA4,SP100
GATA4,HOXB9
GATA4,ZNF595
GATA4,ZNF585B
GATA4,SPIC
GATA4,KMT2B
GATA4,HOXC10
GATA4,TP63
GATA4,TP63
GATA4,RFX6
GATA4,ZSCAN4
RREB1,SCML4
RREB1,TCF21
RREB1,ZNF215
RREB1,TBX1
RREB1,ZNF560
RREB1,ZNF750
RREB1,TEF
RREB1,ZNF518B
RREB1,ZNF28
RREB1,ZNF181
RREB1,ZFP57
RREB1,TFAP2A
RREB1,ZIM3
RREB1,ZBED2
RREB1,ZNF625
RREB1,TBX3
RREB1,TP63
RREB1,ZNF280A
RREB1,ZSCAN12
RREB1,ZKSCAN3
RREB1,TBX18
RREB1,ZNF672
RREB1,ZNF492
RREB1,TFAP2A
RREB1,SRCAP
RREB1,ZNF429
RREB1,ZNF391
RREB1,ZNF316
RREB1,ZSCAN30
RREB1,ZNF543
RREB1,TCF21
RREB1,SHOX
RREB1,ZNF578
RREB1,ZNF777
RREB1,ZNF99
RREB1,TBX5
RREB1,SKIL
RREB1,TBX1
RREB1,SMAD4
RREB1,ZSCAN23
RREB1,SIM1
RREB1,SIX1
RREB1,ZNF443
RREB1,SCML4
RREB1,ZFP1
RREB1,ZFP42
RREB1,ZNF583
RREB1,TBX20
RREB1,ZNF705G
RREB1,ZNF771
RREB1,ZNF572
RREB1,ZNF782
RREB1,ZKSCAN3
RREB1,SP140L
RREB1,SPZ1
RREB1,TBX3
RREB1,ZNF214
RREB1,TFAP2B
RREB1,SRY
RREB1,TLX1
RREB1,WT1
RREB1,SOX4
RREB1,TCF24
RREB1,ZNF365
RREB1,ZNF852
RREB1,ZNF578
RREB1,ZFP42
RREB1,SP100
RREB1,SPIC
RREB1,TP63
RREB1,ZSCAN4
PROX2,SCML4
PROX2,USF3
PROX2,TCF21
PROX2,TBX22
PROX2,ZNF215
PROX2,TBX1
PROX2,RARG
PROX2,ZNF560
PROX2,ZNF750
PROX2,TEF
PROX2,ZNF518B
PROX2,ZBTB10
PROX2,ZNF28
PROX2,SP7
PROX2,VENTX
PROX2,ZNF181
PROX2,ZNF579
PROX2,ZFP57
PROX2,ZNF800
PROX2,TFAP2A
PROX2,ZIM3
PROX2,ZBED2
PROX2,RREB1
PROX2,ZNF625
PROX2,TBX3
PROX2,TP63
PROX2,RARB
PROX2,ZNF280A
PROX2,ZSCAN12
PROX2,ZKSCAN3
PROX2,TBX18
PROX2,ZNF672
PROX2,ZNF492
PROX2,TFAP2A
PROX2,SRCAP
PROX2,TCF21
PROX2,ZNF429
PROX2,ZNF391
PROX2,ZNF316
PROX2,TLX3
PROX2,ZSCAN30
PROX2,ZNF543
PROX2,SCML4
PROX2,SNAI3
PROX2,TCF21
PROX2,SHOX
PROX2,USF3
PROX2,ZNF578
PROX2,ZNF777
PROX2,ZNF99
PROX2,TBX5
PROX2,SKIL
PROX2,TBX1
PROX2,SMAD4
PROX2,ZSCAN23
PROX2,ZNF710
PROX2,RREB1
PROX2,SIM1
PROX2,SIX1
PROX2,SOX5
PROX2,ZNF443
PROX2,ZSCAN10
PROX2,SCML4
PROX2,ZNF804B
PROX2,ZFP1
PROX2,RREB1
PROX2,ZFP42
PROX2,ZNF583
PROX2,TBX20
PROX2,SHOX2
PROX2,REPIN1
PROX2,ZBTB24
PROX2,ZNF705G
PROX2,ZNF821
PROX2,ZNF771
PROX2,ZNF214
PROX2,ZNF92
PROX2,ZSCAN20
PROX2,ZNF324B
PROX2,ZNF572
PROX2,ZNF33B
PROX2,RAG1
PROX2,ZNF782
PROX2,ZKSCAN3
PROX2,SP140L
PROX2,SPZ1
PROX2,TBX3
PROX2,ZNF214
PROX2,TFAP2B
PROX2,SRY
PROX2,TLX1
PROX2,WT1
PROX2,SOX4
PROX2,ZNF397
PROX2,TCF24
PROX2,ZNF365
PROX2,ZNF852
PROX2,ZNF578
PROX2,ZNF556
PROX2,RORA
PROX2,TFAP2C
PROX2,ZFP42
PROX2,RARB
PROX2,SP100
PROX2,ZNF595
PROX2,ZNF585B
PROX2,SPIC
PROX2,TP63
PROX2,TP63
PROX2,RFX6
PROX2,ZSCAN4
ONECUT1,SCML4
ONECUT1,USF3
ONECUT1,PGR
ONECUT1,TCF21
ONECUT1,TBX22
ONECUT1,ZNF215
ONECUT1,TBX1
ONECUT1,PHOX2B
ONECUT1,RARG
ONECUT1,ZNF560
ONECUT1,OTP
ONECUT1,ZNF750
ONECUT1,TEF
ONECUT1,ZNF518B
ONECUT1,ZBTB10
ONECUT1,ZNF28
ONECUT1,SP7
ONECUT1,VENTX
ONECUT1,ZNF181
ONECUT1,ZFP57
ONECUT1,POU1F1
ONECUT1,ZNF800
ONECUT1,TFAP2A
ONECUT1,ZIM3
ONECUT1,ZBED2
ONECUT1,RREB1
ONECUT1,ZNF625
ONECUT1,TBX3
ONECUT1,TP63
ONECUT1,RARB
ONECUT1,ZNF280A
ONECUT1,ZSCAN12
ONECUT1,PAX3
ONECUT1,ZKSCAN3
ONECUT1,TBX18
ONECUT1,ZNF672
ONECUT1,ZNF492
ONECUT1,TFAP2A
ONECUT1,SRCAP
ONECUT1,PRDM14
ONECUT1,TCF21
ONECUT1,ZNF429
ONECUT1,ZNF391
ONECUT1,ZNF316
ONECUT1,TLX3
ONECUT1,PAX3
ONECUT1,PAX9
ONECUT1,ZSCAN30
ONECUT1,PRDM13
ONECUT1,ZNF543
ONECUT1,SNAI3
ONECUT1,TCF21
ONECUT1,SHOX
ONECUT1,USF3
ONECUT1,ZNF578
ONECUT1,ZNF777
ONECUT1,ZNF99
ONECUT1,TBX5
ONECUT1,SKIL
ONECUT1,TBX1
ONECUT1,SMAD4
ONECUT1,ZSCAN23
ONECUT1,ZNF710
ONECUT1,RREB1
ONECUT1,PROX2
ONECUT1,PAX9
ONECUT1,ONECUT2
ONECUT1,SIM1
ONECUT1,SIX1
ONECUT1,SOX5
ONECUT1,PAX4
ONECUT1,ZNF443
ONECUT1,SCML4
ONECUT1,POU3F4
ONECUT1,ZNF804B
ONECUT1,ZFP1
ONECUT1,RREB1
ONECUT1,PITX1
ONECUT1,POU2F3
ONECUT1,ZFP42
ONECUT1,ZNF583
ONECUT1,TBX20
ONECUT1,SHOX2
ONECUT1,REPIN1
ONECUT1,PRDM15
ONECUT1,ZBTB24
ONECUT1,ZNF705G
ONECUT1,ZNF771
ONECUT1,ZNF214
ONECUT1,ZNF92
ONECUT1,PATZ1
ONECUT1,ZNF572
ONECUT1,RAG1
ONECUT1,ZNF782
ONECUT1,ZKSCAN3
ONECUT1,SP140L
ONECUT1,SPZ1
ONECUT1,TBX3
ONECUT1,ZNF214
ONECUT1,TFAP2B
ONECUT1,SRY
ONECUT1,TLX1
ONECUT1,WT1
ONECUT1,PAX8
ONECUT1,POU6F1
ONECUT1,SOX4
ONECUT1,ZNF397
ONECUT1,TCF24
ONECUT1,ZNF365
ONECUT1,PLSCR1
ONECUT1,POU5F2
ONECUT1,ZNF852
ONECUT1,ZNF578
ONECUT1,PAX8
ONECUT1,ZNF556
ONECUT1,RORA
ONECUT1,TFAP2C
ONECUT1,ZFP42
ONECUT1,RARB
ONECUT1,SP100
ONECUT1,ZNF595
ONECUT1,ZNF585B
ONECUT1,SPIC
ONECUT1,TP63
ONECUT1,TP63
ONECUT1,RFX6
ONECUT1,ZSCAN4
GATA4,SCML4
GATA4,USF3
GATA4,PGR
GATA4,NR1H4
GATA4,TCF21
GATA4,TBX22
GATA4,ZNF215
GATA4,HNF4A
GATA4,IKZF1
GATA4,TBX1
GATA4,HOXD10
GATA4,PHOX2B
GATA4,RARG
GATA4,ZNF560
GATA4,OTP
GATA4,ZNF750
GATA4,TEF
GATA4,ZNF518B
GATA4,ZBTB10
GATA4,ZNF28
GATA4,HOXD3
GATA4,SP7
GATA4,VENTX
GATA4,ZNF181
GATA4,NFIX
GATA4,ZNF579
GATA4,LHX4
GATA4,MYB
GATA4,ZFP57
GATA4,POU1F1
GATA4,GLI4
GATA4,ZNF800
GATA4,TFAP2A
GATA4,ZIM3
GATA4,ZBED2
GATA4,MBD2
GATA4,RREB1
GATA4,IKZF3
GATA4,HOXD10
GATA4,ZNF625
GATA4,TBX3
GATA4,TP63
GATA4,RARB
GATA4,ISX
GATA4,NR1I3
GATA4,ZNF280A
GATA4,ZSCAN12
GATA4,PAX3
GATA4,GLI4
GATA4,ZKSCAN3
GATA4,TBX18
GATA4,HOXB1
GATA4,ZNF672
GATA4,ZNF492
GATA4,TFAP2A
GATA4,SRCAP
GATA4,GFI1B
GATA4,PRDM14
GATA4,TCF21
GATA4,ZNF429
GATA4,ZNF391
GATA4,HOXD12
GATA4,ZNF316
GATA4,TLX3
GATA4,LHX4
GATA4,JRK
GATA4,GATA5
GATA4,NCOA3
GATA4,PAX3
GATA4,HOXD3
GATA4,NEUROG1
GATA4,PAX9
GATA4,IRF4
GATA4,ZSCAN30
GATA4,HOXA11
GATA4,PRDM13
GATA4,HOXA13
GATA4,ZNF543
GATA4,NR5A2
GATA4,SCML4
GATA4,NR1I2
GATA4,NR2F2
GATA4,SNAI3
GATA4,TCF21
GATA4,SHOX
GATA4,USF3
GATA4,ZNF578
GATA4,NR1H4
GATA4,ZNF777
GATA4,HOXD13
GATA4,ZNF99
GATA4,TBX5
GATA4,SKIL
GATA4,NPAS4
GATA4,TBX1
GATA4,SMAD4
GATA4,ZSCAN23
GATA4,IKZF1
GATA4,ZNF710
GATA4,RREB1
GATA4,PROX2
GATA4,ONECUT1
GATA4,PAX9
GATA4,ONECUT2
GATA4,SIM1
GATA4,SIX1
GATA4,SOX5
GATA4,GATAD2A
GATA4,IRF4
GATA4,NEUROD4
GATA4,HOXA1
GATA4,NR1I3
GATA4,PAX4
GATA4,ZNF443
GATA4,NKX2-1
GATA4,ZSCAN10
GATA4,KLF14
GATA4,SCML4
GATA4,HNF1A
GATA4,MEOX2
GATA4,HOXB8
GATA4,POU3F4
GATA4,HOXA13
GATA4,ZNF804B
GATA4,HOXD4
GATA4,ZFP1
GATA4,RREB1
GATA4,PITX1
GATA4,POU2F3
GATA4,ZFP42
GATA4,HMGA2
GATA4,HMGA2
GATA4,NR2F6
GATA4,GSX1
GATA4,ZNF583
GATA4,MKX
GATA4,TBX20
GATA4,HOXD13
GATA4,SHOX2
GATA4,REPIN1
GATA4,NFKB2
GATA4,MYNN
GATA4,PRDM15
GATA4,HOXA13
GATA4,NR5A2
GATA4,LBX1
GATA4,ZBTB24
GATA4,GSC2
GATA4,ZNF705G
GATA4,ZNF821
GATA4,ZNF771
GATA4,ZNF214
GATA4,NFATC2
GATA4,ZNF92
GATA4,HOXB8
GATA4,PATZ1
GATA4,IRF6
GATA4,ZSCAN20
GATA4,GATAD2A
GATA4,ZNF324B
GATA4,HMG20B
GATA4,ZNF572
GATA4,ZNF33B
GATA4,NKX3-2
GATA4,RAG1
GATA4,ZNF782
GATA4,ZKSCAN3
GATA4,SP140L
GATA4,HES2
GATA4,SPZ1
GATA4,TBX3
GATA4,ZNF214
GATA4,TFAP2B
GATA4,HOXD8
GATA4,SRY
GATA4,NR1H4
GATA4,TLX1
GATA4,HMGA2
GATA4,WT1
GATA4,GCM2
GATA4,PAX8
GATA4,POU6F1
GATA4,SOX4
GATA4,ZNF397
GATA4,TCF24
GATA4,HES2
GATA4,HES6
GATA4,ZNF365
GATA4,PLSCR1
GATA4,POU5F2
GATA4,ZNF852
GATA4,ZNF578
GATA4,PAX8
GATA4,ZNF556
GATA4,RORA
GATA4,HMGA2
GATA4,NR5A2
GATA4,HMGA2
GATA4,TFAP2C
GATA4,ZFP42
GATA4,HNF1B
GATA4,NKX1-1
GATA4,RARB
GATA4,SP100
GATA4,HOXB9
GATA4,ZNF595
GATA4,ZNF585B
GATA4,SPIC
GATA4,KMT2B
GATA4,HOXC10
GATA4,TP63
GATA4,TP63
GATA4,RFX6
GATA4,ZSCAN4
E2F2,SCML4
E2F2,PGR
E2F2,TCF21
E2F2,TBX22
E2F2,RARG
E2F2,ZNF560
E2F2,HOXD3
E2F2,NFIX
E2F2,TFAP2A
E2F2,ZIM3
E2F2,FIGLA
E2F2,MBD2
E2F2,ZNF517
E2F2,RREB1
E2F2,IKZF3
E2F2,HOXD10
E2F2,GATA3
E2F2,GATA3
E2F2,TP63
E2F2,ISX
E2F2,PAX3
E2F2,GLI4
E2F2,ZKSCAN3
E2F2,ZNF672
E2F2,TFAP2A
E2F2,FOXA1
E2F2,PRDM14
E2F2,ELF3
E2F2,TCF21
E2F2,HOXD12
E2F2,TLX3
E2F2,GATA5
E2F2,HOXD3
E2F2,FOXK1
E2F2,ESRRB
E2F2,NR1I2
E2F2,TCF21
E2F2,SHOX
E2F2,FOXP2
E2F2,NR1H4
E2F2,ZNF99
E2F2,TBX5
E2F2,SKIL
E2F2,NPAS4
E2F2,SMAD4
E2F2,PROX2
E2F2,GATA4
E2F2,SIM1
E2F2,SIX1
E2F2,GATAD2A
E2F2,IRF4
E2F2,HOXA1
E2F2,PAX4
E2F2,KLF14
E2F2,HNF1A
E2F2,MEOX2
E2F2,HOXD4
E2F2,RREB1
E2F2,POU2F3
E2F2,ZFP42
E2F2,FOXA1
E2F2,NR2F6
E2F2,GSX1
E2F2,SHOX2
E2F2,PRDM15
E2F2,NR5A2
E2F2,GSC2
E2F2,NFATC2
E2F2,HOXB8
E2F2,ESRRB
E2F2,FOXD3
E2F2,ZKSCAN3
E2F2,SP140L
E2F2,SPZ1
E2F2,TFAP2B
E2F2,HOXD8
E2F2,SRY
E2F2,NR1H4
E2F2,WT1
E2F2,SOX4
E2F2,ZNF397
E2F2,HES2
E2F2,HES6
E2F2,ZNF852
E2F2,ESR1
E2F2,NKX1-1
E2F2,RARB
E2F2,SP100
E2F2,HOXB9
E2F2,SPIC
E2F2,HOXC10
E2F2,FOXR1
E2F2,ZSCAN4
FAM170A,TBX22
FAM170A,MYCN
FAM170A,HOXD3
FAM170A,ZNF517
FAM170A,GATA3
FAM170A,TLX3
FAM170A,GATAD2A
FAM170A,HOXA1
FAM170A,SHOX2
FAM170A,NR5A2
PAX9,SCML4
PAX9,USF3
PAX9,PGR
PAX9,TCF21
PAX9,ZNF215
PAX9,TBX1
PAX9,PHOX2B
PAX9,RARG
PAX9,ZNF560
PAX9,ZNF750
PAX9,ZNF518B
PAX9,ZBTB10
PAX9,ZNF28
PAX9,SP7
PAX9,VENTX
PAX9,ZNF181
PAX9,ZNF579
PAX9,ZFP57
PAX9,POU1F1
PAX9,ZNF800
PAX9,TFAP2A
PAX9,ZIM3
PAX9,ZBED2
PAX9,RREB1
PAX9,ZNF625
PAX9,TBX3
PAX9,TP63
PAX9,RARB
PAX9,ZNF280A
PAX9,ZSCAN12
PAX9,ZKSCAN3
PAX9,TBX18
PAX9,ZNF672
PAX9,ZNF492
PAX9,TFAP2A
PAX9,SRCAP
PAX9,PRDM14
PAX9,TCF21
PAX9,ZNF429
PAX9,ZNF391
PAX9,ZNF316
PAX9,TLX3
PAX9,ZSCAN30
PAX9,PRDM13
PAX9,ZNF543
PAX9,SCML4
PAX9,SNAI3
PAX9,TCF21
PAX9,SHOX
PAX9,USF3
PAX9,ZNF578
PAX9,ZNF777
PAX9,ZNF99
PAX9,TBX5
PAX9,SKIL
PAX9,TBX1
PAX9,SMAD4
PAX9,ZSCAN23
PAX9,ZNF710
PAX9,RREB1
PAX9,PROX2
PAX9,SIM1
PAX9,SIX1
PAX9,SOX5
PAX9,ZNF443
PAX9,ZSCAN10
PAX9,SCML4
PAX9,POU3F4
PAX9,ZNF804B
PAX9,ZFP1
PAX9,RREB1
PAX9,PITX1
PAX9,POU2F3
PAX9,ZFP42
PAX9,ZNF583
PAX9,TBX20
PAX9,SHOX2
PAX9,REPIN1
PAX9,PRDM15
PAX9,ZBTB24
PAX9,ZNF705G
PAX9,ZNF821
PAX9,ZNF771
PAX9,ZNF214
PAX9,ZNF92
PAX9,ZSCAN20
PAX9,ZNF324B
PAX9,ZNF572
PAX9,ZNF33B
PAX9,RAG1
PAX9,ZNF782
PAX9,ZKSCAN3
PAX9,SP140L
PAX9,SPZ1
PAX9,TBX3
PAX9,ZNF214
PAX9,TFAP2B
PAX9,SRY
PAX9,TLX1
PAX9,WT1
PAX9,POU6F1
PAX9,SOX4
PAX9,ZNF397
PAX9,TCF24
PAX9,ZNF365
PAX9,PLSCR1
PAX9,POU5F2
PAX9,ZNF852
PAX9,ZNF578
PAX9,RORA
PAX9,TFAP2C
PAX9,ZFP42
PAX9,RARB
PAX9,SP100
PAX9,ZNF595
PAX9,ZNF585B
PAX9,SPIC
PAX9,TP63
PAX9,TP63
PAX9,RFX6
PAX9,ZSCAN4
CREBZF,SCML4
CREBZF,USF3
CREBZF,PGR
CREBZF,NR1H4
CREBZF,TCF21
CREBZF,TBX22
CREBZF,ZNF215
CREBZF,HNF4A
CREBZF,DLX4
CREBZF,IKZF1
CREBZF,TBX1
CREBZF,HOXD10
CREBZF,EBF2
CREBZF,PHOX2B
CREBZF,RARG
CREBZF,ZNF560
CREBZF,OTP
CREBZF,ZNF750
CREBZF,ZNF518B
CREBZF,ZBTB10
CREBZF,ZNF28
CREBZF,HOXD3
CREBZF,SP7
CREBZF,DMRT3
CREBZF,VENTX
CREBZF,ZNF181
CREBZF,NFIX
CREBZF,ZNF579
CREBZF,MYB
CREBZF,ZFP57
CREBZF,POU1F1
CREBZF,GLI4
CREBZF,ZNF800
CREBZF,TFAP2A
CREBZF,ZIM3
CREBZF,FIGLA
CREBZF,ZBED2
CREBZF,MBD2
CREBZF,RREB1
CREBZF,IKZF3
CREBZF,HOXD10
CREBZF,CRX
CREBZF,GATA3
CREBZF,ZNF625
CREBZF,GATA3
CREBZF,TBX3
CREBZF,TP63
CREBZF,RARB
CREBZF,ESR2
CREBZF,ISX
CREBZF,NR1I3
CREBZF,ZNF280A
CREBZF,ZSCAN12
CREBZF,PAX3
CREBZF,ETS2
CREBZF,GLI4
CREBZF,ZKSCAN3
CREBZF,TBX18
CREBZF,HOXB1
CREBZF,ZNF672
CREBZF,ZNF492
CREBZF,ELF5
CREBZF,TFAP2A
CREBZF,FOXA1
CREBZF,SRCAP
CREBZF,GFI1B
CREBZF,PRDM14
CREBZF,ELF3
CREBZF,TCF21
CREBZF,ZNF429
CREBZF,ZNF391
CREBZF,HOXD12
CREBZF,ZNF316
CREBZF,TLX3
CREBZF,LHX4
CREBZF,JRK
CREBZF,GATA5
CREBZF,NCOA3
CREBZF,PAX3
CREBZF,HOXD3
CREBZF,NEUROG1
CREBZF,PAX9
CREBZF,IRF4
CREBZF,ZSCAN30
CREBZF,HOXA11
CREBZF,PRDM13
CREBZF,FOXK1
CREBZF,HOXA13
CREBZF,ESRRB
CREBZF,ZNF543
CREBZF,NR5A2
CREBZF,SCML4
CREBZF,FOXR2
CREBZF,NR1I2
CREBZF,NR2F2
CREBZF,SNAI3
CREBZF,TCF21
CREBZF,ESR2
CREBZF,FOXJ2
CREBZF,SHOX
CREBZF,USF3
CREBZF,ZNF578
CREBZF,FOXP2
CREBZF,NR1H4
CREBZF,ZNF777
CREBZF,HOXD13
CREBZF,ZNF99
CREBZF,TBX5
CREBZF,DMRTA1
CREBZF,SKIL
CREBZF,NPAS4
CREBZF,TBX1
CREBZF,SMAD4
CREBZF,ZSCAN23
CREBZF,IKZF1
CREBZF,ZNF710
CREBZF,GATA4
CREBZF,RREB1
CREBZF,PROX2
CREBZF,ONECUT1
CREBZF,GATA4
CREBZF,E2F2
CREBZF,PAX9
CREBZF,ONECUT2
CREBZF,SIM1
CREBZF,SIX1
CREBZF,SOX5
CREBZF,GATAD2A
CREBZF,IRF4
CREBZF,NEUROD4
CREBZF,HOXA1
CREBZF,NR1I3
CREBZF,PAX4
CREBZF,ZNF443
CREBZF,NKX2-1
CREBZF,DR1
CREBZF,ZSCAN10
CREBZF,KLF14
CREBZF,SCML4
CREBZF,HNF1A
CREBZF,MEOX2
CREBZF,HOXB8
CREBZF,EHF
CREBZF,POU3F4
CREBZF,HOXA13
CREBZF,ZNF804B
CREBZF,HOXD4
CREBZF,ZFP1
CREBZF,RREB1
CREBZF,PITX1
CREBZF,POU2F3
CREBZF,ZFP42
CREBZF,HMGA2
CREBZF,EBF2
CREBZF,HMGA2
CREBZF,FOXA1
CREBZF,FOXE1
CREBZF,NR2F6
CREBZF,ESR2
CREBZF,DOT1L
CREBZF,GSX1
CREBZF,ELF5
CREBZF,ZNF583
CREBZF,MKX
CREBZF,TBX20
CREBZF,HOXD13
CREBZF,HOXA7
CREBZF,SHOX2
CREBZF,REPIN1
CREBZF,NFKB2
CREBZF,MYNN
CREBZF,PRDM15
CREBZF,DMRT1
CREBZF,HOXA13
CREBZF,NR5A2
CREBZF,LBX1
CREBZF,ZBTB24
CREBZF,GSC2
CREBZF,ZNF705G
CREBZF,ZNF821
CREBZF,FOXD3
CREBZF,ZNF771
CREBZF,ZNF214
CREBZF,NFATC2
CREBZF,ZNF92
CREBZF,HOXB8
CREBZF,FOXD3
CREBZF,PATZ1
CREBZF,IRF6
CREBZF,ZSCAN20
CREBZF,GATAD2A
CREBZF,ZNF324B
CREBZF,DMRTC2
CREBZF,HMG20B
CREBZF,ZNF572
CREBZF,ZNF33B
CREBZF,ESRRB
CREBZF,FOXD3
CREBZF,NKX3-2
CREBZF,RAG1
CREBZF,CREM
CREBZF,ZNF782
CREBZF,ZKSCAN3
CREBZF,EBF3
CREBZF,SP140L
CREBZF,HES2
CREBZF,SPZ1
CREBZF,ESR1
CREBZF,FOXN1
CREBZF,DPF3
CREBZF,TBX3
CREBZF,ZNF214
CREBZF,TFAP2B
CREBZF,HOXD8
CREBZF,SRY
CREBZF,NR1H4
CREBZF,TLX1
CREBZF,HMGA2
CREBZF,ETV7
CREBZF,WT1
CREBZF,GCM2
CREBZF,PAX8
CREBZF,POU6F1
CREBZF,SOX4
CREBZF,ZNF397
CREBZF,TCF24
CREBZF,HES2
CREBZF,HES6
CREBZF,ZNF365
CREBZF,PLSCR1
CREBZF,POU5F2
CREBZF,ZNF852
CREBZF,ZNF578
CREBZF,PAX8
CREBZF,RORA
CREBZF,HMGA2
CREBZF,NR5A2
CREBZF,HMGA2
CREBZF,TFAP2C
CREBZF,ESR1
CREBZF,ZFP42
CREBZF,HNF1B
CREBZF,NKX1-1
CREBZF,RARB
CREBZF,SP100
CREBZF,HOXB9
CREBZF,ZNF595
CREBZF,ZNF585B
CREBZF,SPIC
CREBZF,KMT2B
CREBZF,HOXC10
CREBZF,TP63
CREBZF,TP63
CREBZF,RFX6
CREBZF,FOXR1
CREBZF,ZSCAN4
ONECUT2,SCML4
ONECUT2,USF3
ONECUT2,PGR
ONECUT2,TCF21
ONECUT2,TBX22
ONECUT2,ZNF215
ONECUT2,TBX1
ONECUT2,PHOX2B
ONECUT2,RARG
ONECUT2,ZNF560
ONECUT2,OTP
ONECUT2,ZNF750
ONECUT2,TEF
ONECUT2,ZNF518B
ONECUT2,ZBTB10
ONECUT2,ZNF28
ONECUT2,SP7
ONECUT2,VENTX
ONECUT2,ZNF181
ONECUT2,ZFP57
ONECUT2,POU1F1
ONECUT2,ZNF800
ONECUT2,TFAP2A
ONECUT2,ZIM3
ONECUT2,ZBED2
ONECUT2,RREB1
ONECUT2,ZNF625
ONECUT2,TBX3
ONECUT2,TP63
ONECUT2,RARB
ONECUT2,ZNF280A
ONECUT2,ZSCAN12
ONECUT2,PAX3
ONECUT2,ZKSCAN3
ONECUT2,TBX18
ONECUT2,ZNF672
ONECUT2,ZNF492
ONECUT2,TFAP2A
ONECUT2,SRCAP
ONECUT2,PRDM14
ONECUT2,TCF21
ONECUT2,ZNF429
ONECUT2,ZNF391
ONECUT2,ZNF316
ONECUT2,TLX3
ONECUT2,PAX3
ONECUT2,PAX9
ONECUT2,ZSCAN30
ONECUT2,PRDM13
ONECUT2,ZNF543
ONECUT2,SNAI3
ONECUT2,TCF21
ONECUT2,SHOX
ONECUT2,USF3
ONECUT2,ZNF578
ONECUT2,ZNF777
ONECUT2,ZNF99
ONECUT2,TBX5
ONECUT2,SKIL
ONECUT2,TBX1
ONECUT2,SMAD4
ONECUT2,ZSCAN23
ONECUT2,ZNF710
ONECUT2,RREB1
ONECUT2,PROX2
ONECUT2,PAX9
ONECUT2,SIM1
ONECUT2,SIX1
ONECUT2,SOX5
ONECUT2,PAX4
ONECUT2,ZNF443
ONECUT2,SCML4
ONECUT2,POU3F4
ONECUT2,ZNF804B
ONECUT2,ZFP1
ONECUT2,RREB1
ONECUT2,PITX1
ONECUT2,POU2F3
ONECUT2,ZFP42
ONECUT2,ZNF583
ONECUT2,TBX20
ONECUT2,SHOX2
