Source,Target
FIGLA,HMGA2
FIGLA,HMGA2
FIGLA,FOXA1
FIGLA,FOXE1
FIGLA,NR2F6
FIGLA,GSX1
FIGLA,ZNF583
FIGLA,MKX
FIGLA,TBX20
FIGLA,HOXD13
FIGLA,SHOX2
FIGLA,REPIN1
FIGLA,NFKB2
FIGLA,MYNN
FIGLA,PRDM15
FIGLA,HOXA13
FIGLA,NR5A2
FIGLA,LBX1
FIGLA,ZBTB24
FIGLA,GSC2
FIGLA,ZNF705G
FIGLA,FOXD3
FIGLA,ZNF771
FIGLA,ZNF214
FIGLA,NFATC2
FIGLA,ZNF92
FIGLA,HOXB8
FIGLA,FOXD3
FIGLA,PATZ1
FIGLA,IRF6
FIGLA,ZSCAN20
FIGLA,GATAD2A
FIGLA,ZNF324B
FIGLA,HMG20B
FIGLA,ZNF572
FIGLA,FOXD3
FIGLA,NKX3-2
FIGLA,RAG1
FIGLA,ZNF782
FIGLA,ZKSCAN3
FIGLA,SP140L
FIGLA,HES2
FIGLA,SPZ1
FIGLA,FOXN1
FIGLA,TBX3
FIGLA,ZNF214
FIGLA,TFAP2B
FIGLA,HOXD8
FIGLA,SRY
FIGLA,NR1H4
FIGLA,TLX1
FIGLA,HMGA2
FIGLA,WT1
FIGLA,GCM2
FIGLA,PAX8
FIGLA,POU6F1
FIGLA,SOX4
FIGLA,ZNF397
FIGLA,TCF24
FIGLA,HES2
FIGLA,HES6
FIGLA,ZNF365
FIGLA,PLSCR1
FIGLA,POU5F2
FIGLA,ZNF852
FIGLA,ZNF578
FIGLA,PAX8
FIGLA,ZNF556
FIGLA,RORA
FIGLA,HMGA2
FIGLA,NR5A2
FIGLA,HMGA2
FIGLA,TFAP2C
FIGLA,ZFP42
FIGLA,HNF1B
FIGLA,NKX1-1
FIGLA,RARB
FIGLA,SP100
FIGLA,HOXB9
FIGLA,ZNF595
FIGLA,ZNF585B
FIGLA,SPIC
FIGLA,KMT2B
FIGLA,HOXC10
FIGLA,TP63
FIGLA,TP63
FIGLA,RFX6
FIGLA,FOXR1
FIGLA,ZSCAN4
ZBED2,ZNF215
ZBED2,ZNF560
ZBED2,ZNF750
ZBED2,ZNF518B
ZBED2,ZBTB10
ZBED2,ZNF28
ZBED2,ZNF181
ZBED2,ZNF579
ZBED2,ZFP57
ZBED2,ZNF800
ZBED2,ZIM3
ZBED2,ZNF625
ZBED2,ZNF280A
ZBED2,ZSCAN12
ZBED2,ZKSCAN3
ZBED2,ZNF672
ZBED2,ZNF492
ZBED2,ZNF429
ZBED2,ZNF391
ZBED2,ZNF316
ZBED2,ZSCAN30
ZBED2,ZNF543
ZBED2,ZNF578
ZBED2,ZNF777
ZBED2,ZNF99
ZBED2,ZSCAN23
ZBED2,ZNF710
ZBED2,ZNF443
ZBED2,ZSCAN10
ZBED2,ZNF804B
ZBED2,ZFP1
ZBED2,ZFP42
ZBED2,ZNF583
ZBED2,ZBTB24
ZBED2,ZNF705G
ZBED2,ZNF821
ZBED2,ZNF771
ZBED2,ZNF214
ZBED2,ZNF92
ZBED2,ZSCAN20
ZBED2,ZNF324B
ZBED2,ZNF572
ZBED2,ZNF33B
ZBED2,ZNF782
ZBED2,ZKSCAN3
ZBED2,ZNF214
ZBED2,ZNF397
ZBED2,ZNF365
ZBED2,ZNF852
ZBED2,ZNF578
ZBED2,ZFP42
ZBED2,ZNF595
ZBED2,ZNF585B
ZBED2,ZSCAN4
MBD2,SCML4
MBD2,USF3
MBD2,PGR
MBD2,NR1H4
MBD2,TCF21
MBD2,TBX22
MBD2,ZNF215
MBD2,MYCN
MBD2,TBX1
MBD2,PHOX2B
MBD2,RARG
MBD2,ZNF560
MBD2,OTP
MBD2,ZNF750
MBD2,ZNF518B
MBD2,ZBTB10
MBD2,ZNF28
MBD2,SP7
MBD2,VENTX
MBD2,ZNF181
MBD2,NFIX
MBD2,ZNF579
MBD2,MYB
MBD2,ZFP57
MBD2,POU1F1
MBD2,ZNF800
MBD2,TFAP2A
MBD2,ZIM3
MBD2,ZBED2
MBD2,RREB1
MBD2,ZNF625
MBD2,TBX3
MBD2,TP63
MBD2,RARB
MBD2,NR1I3
MBD2,ZNF280A
MBD2,ZSCAN12
MBD2,PAX3
MBD2,ZKSCAN3
MBD2,TBX18
MBD2,ZNF672
MBD2,ZNF492
MBD2,TFAP2A
MBD2,SRCAP
MBD2,PRDM14
MBD2,TCF21
MBD2,ZNF429
MBD2,ZNF391
MBD2,ZNF316
MBD2,TLX3
MBD2,NCOA3
MBD2,PAX3
MBD2,NEUROG1
MBD2,PAX9
MBD2,ZSCAN30
MBD2,PRDM13
MBD2,ZNF543
MBD2,NR5A2
MBD2,SCML4
MBD2,NR1I2
MBD2,NR2F2
MBD2,SNAI3
MBD2,TCF21
MBD2,SHOX
MBD2,USF3
MBD2,ZNF578
MBD2,NR1H4
MBD2,ZNF777
MBD2,ZNF99
MBD2,TBX5
MBD2,SKIL
MBD2,NPAS4
MBD2,TBX1
MBD2,SMAD4
MBD2,ZSCAN23
MBD2,ZNF710
MBD2,RREB1
MBD2,PROX2
MBD2,ONECUT1
MBD2,PAX9
MBD2,ONECUT2
MBD2,SIM1
MBD2,SIX1
MBD2,SOX5
MBD2,NEUROD4
MBD2,NR1I3
MBD2,PAX4
MBD2,ZNF443
MBD2,NKX2-1
MBD2,ZSCAN10
MBD2,SCML4
MBD2,MEOX2
MBD2,POU3F4
MBD2,ZNF804B
MBD2,ZFP1
MBD2,RREB1
MBD2,PITX1
MBD2,POU2F3
MBD2,ZFP42
MBD2,NR2F6
MBD2,ZNF583
MBD2,MKX
MBD2,TBX20
MBD2,SHOX2
MBD2,REPIN1
MBD2,NFKB2
MBD2,MYNN
MBD2,PRDM15
MBD2,NR5A2
MBD2,ZBTB24
MBD2,ZNF705G
MBD2,ZNF821
MBD2,ZNF771
MBD2,ZNF214
MBD2,NFATC2
MBD2,ZNF92
MBD2,PATZ1
MBD2,ZSCAN20
MBD2,ZNF324B
MBD2,ZNF572
MBD2,ZNF33B
MBD2,NKX3-2
MBD2,RAG1
MBD2,ZNF782
MBD2,ZKSCAN3
MBD2,SP140L
MBD2,SPZ1
MBD2,TBX3
MBD2,ZNF214
MBD2,TFAP2B
MBD2,SRY
MBD2,NR1H4
MBD2,TLX1
MBD2,WT1
MBD2,PAX8
MBD2,POU6F1
MBD2,SOX4
MBD2,ZNF397
MBD2,TCF24
MBD2,ZNF365
MBD2,PLSCR1
MBD2,POU5F2
MBD2,ZNF852
MBD2,ZNF578
MBD2,PAX8
MBD2,RORA
MBD2,NR5A2
MBD2,TFAP2C
MBD2,ZFP42
MBD2,NKX1-1
MBD2,RARB
MBD2,SP100
MBD2,ZNF595
MBD2,ZNF585B
MBD2,SPIC
MBD2,TP63
MBD2,TP63
MBD2,RFX6
MBD2,ZSCAN4
ZNF517,ZNF99
RREB1,SCML4
RREB1,USF3
RREB1,TCF21
RREB1,TBX22
RREB1,ZNF215
RREB1,TBX1
RREB1,ZNF560
RREB1,ZNF750
RREB1,ZNF518B
RREB1,ZBTB10
RREB1,ZNF28
RREB1,SP7
RREB1,VENTX
RREB1,ZNF181
RREB1,ZNF579
RREB1,ZFP57
RREB1,ZNF800
RREB1,TFAP2A
RREB1,ZIM3
RREB1,ZBED2
RREB1,ZNF625
RREB1,TBX3
RREB1,TP63
RREB1,ZNF280A
RREB1,ZSCAN12
RREB1,ZKSCAN3
RREB1,TBX18
RREB1,ZNF672
RREB1,ZNF492
RREB1,TFAP2A
RREB1,SRCAP
RREB1,TCF21
RREB1,ZNF429
RREB1,ZNF391
RREB1,ZNF316
RREB1,TLX3
RREB1,ZSCAN30
RREB1,ZNF543
RREB1,SCML4
RREB1,SNAI3
RREB1,TCF21
RREB1,SHOX
RREB1,USF3
RREB1,ZNF578
RREB1,ZNF777
RREB1,ZNF99
RREB1,TBX5
RREB1,SKIL
RREB1,TBX1
RREB1,SMAD4
RREB1,ZSCAN23
RREB1,ZNF710
RREB1,SIM1
RREB1,SIX1
RREB1,SOX5
RREB1,ZNF443
RREB1,ZSCAN10
RREB1,SCML4
RREB1,ZNF804B
RREB1,ZFP1
RREB1,ZFP42
RREB1,ZNF583
RREB1,TBX20
RREB1,SHOX2
RREB1,ZBTB24
RREB1,ZNF705G
RREB1,ZNF821
RREB1,ZNF771
RREB1,ZNF214
RREB1,ZNF92
RREB1,ZSCAN20
RREB1,ZNF324B
RREB1,ZNF572
RREB1,ZNF782
RREB1,ZKSCAN3
RREB1,SP140L
RREB1,SPZ1
RREB1,TBX3
RREB1,ZNF214
RREB1,TFAP2B
RREB1,SRY
RREB1,TLX1
RREB1,WT1
RREB1,SOX4
RREB1,ZNF397
RREB1,TCF24
RREB1,ZNF365
RREB1,ZNF852
RREB1,ZNF578
RREB1,ZNF556
RREB1,TFAP2C
RREB1,ZFP42
RREB1,SP100
RREB1,ZNF595
RREB1,ZNF585B
RREB1,SPIC
RREB1,TP63
RREB1,TP63
RREB1,ZSCAN4
ASCL3,SCML4
ASCL3,USF3
ASCL3,PGR
ASCL3,NR1H4
ASCL3,TCF21
ASCL3,TBX22
ASCL3,ZNF215
ASCL3,HNF4A
ASCL3,DLX4
ASCL3,IKZF1
ASCL3,TBX1
ASCL3,HOXD10
ASCL3,EBF2
ASCL3,PHOX2B
ASCL3,RARG
ASCL3,ZNF560
ASCL3,OTP
ASCL3,ZNF750
ASCL3,ZNF518B
ASCL3,ZBTB10
ASCL3,ZNF28
ASCL3,HOXD3
ASCL3,SP7
ASCL3,DMRT3
ASCL3,VENTX
ASCL3,ZNF181
ASCL3,NFIX
ASCL3,ZNF579
ASCL3,LHX4
ASCL3,MYB
ASCL3,ZFP57
ASCL3,POU1F1
ASCL3,GLI4
ASCL3,ZNF800
ASCL3,TFAP2A
ASCL3,ZIM3
ASCL3,FIGLA
ASCL3,ZBED2
ASCL3,MBD2
ASCL3,RREB1
ASCL3,IKZF3
ASCL3,CDX2
ASCL3,HOXD10
ASCL3,CRX
ASCL3,GATA3
ASCL3,ZNF625
ASCL3,GATA3
ASCL3,TBX3
ASCL3,TP63
ASCL3,RARB
ASCL3,CENPA
ASCL3,ESR2
ASCL3,ISX
ASCL3,NR1I3
ASCL3,ZNF280A
ASCL3,ZSCAN12
ASCL3,PAX3
ASCL3,GLI4
ASCL3,ZKSCAN3
ASCL3,TBX18
ASCL3,HOXB1
ASCL3,ZNF672
ASCL3,ZNF492
ASCL3,ELF5
ASCL3,TFAP2A
ASCL3,FOXA1
ASCL3,SRCAP
ASCL3,GFI1B
ASCL3,PRDM14
ASCL3,ELF3
ASCL3,TCF21
ASCL3,ZNF429
ASCL3,ZNF391
ASCL3,HOXD12
ASCL3,ZNF316
ASCL3,TLX3
ASCL3,LHX4
ASCL3,JRK
ASCL3,GATA5
ASCL3,NCOA3
ASCL3,PAX3
ASCL3,HOXD3
ASCL3,NEUROG1
ASCL3,PAX9
ASCL3,BNC1
ASCL3,IRF4
ASCL3,ZSCAN30
ASCL3,HOXA11
ASCL3,PRDM13
ASCL3,FOXK1
ASCL3,HOXA13
ASCL3,ESRRB
ASCL3,ZNF543
ASCL3,NR5A2
ASCL3,SCML4
ASCL3,FOXR2
ASCL3,NR1I2
ASCL3,NR2F2
ASCL3,SNAI3
ASCL3,TCF21
ASCL3,ESR2
ASCL3,FOXJ2
ASCL3,SHOX
ASCL3,USF3
ASCL3,ZNF578
ASCL3,FOXP2
ASCL3,NR1H4
ASCL3,ZNF777
ASCL3,HOXD13
ASCL3,ZNF99
ASCL3,TBX5
ASCL3,DMRTA1
ASCL3,SKIL
ASCL3,NPAS4
ASCL3,TBX1
ASCL3,SMAD4
ASCL3,ZSCAN23
ASCL3,IKZF1
ASCL3,ZNF710
ASCL3,GATA4
ASCL3,RREB1
ASCL3,PROX2
ASCL3,ONECUT1
ASCL3,GATA4
ASCL3,E2F2
ASCL3,PAX9
ASCL3,CREBZF
ASCL3,ONECUT2
ASCL3,CDX4
ASCL3,SIM1
ASCL3,SIX1
ASCL3,SOX5
ASCL3,GATAD2A
ASCL3,IRF4
ASCL3,NEUROD4
ASCL3,HOXA1
ASCL3,NR1I3
ASCL3,PAX4
ASCL3,ZNF443
ASCL3,NKX2-1
ASCL3,DR1
ASCL3,ZSCAN10
ASCL3,KLF14
ASCL3,SCML4
ASCL3,HNF1A
ASCL3,MEOX2
ASCL3,HOXB8
ASCL3,EHF
ASCL3,POU3F4
ASCL3,HOXA13
ASCL3,ZNF804B
ASCL3,HOXD4
ASCL3,ZFP1
ASCL3,RREB1
ASCL3,PITX1
ASCL3,POU2F3
ASCL3,ZFP42
ASCL3,HMGA2
ASCL3,EBF2
ASCL3,HMGA2
ASCL3,FOXA1
ASCL3,FOXE1
ASCL3,NR2F6
ASCL3,ESR2
ASCL3,DOT1L
ASCL3,GSX1
ASCL3,ELF5
ASCL3,ZNF583
ASCL3,MKX
ASCL3,TBX20
ASCL3,CASZ1
ASCL3,HOXD13
ASCL3,SHOX2
ASCL3,REPIN1
ASCL3,NFKB2
ASCL3,MYNN
ASCL3,PRDM15
ASCL3,DMRT1
ASCL3,HOXA13
ASCL3,NR5A2
ASCL3,LBX1
ASCL3,ZBTB24
ASCL3,GSC2
ASCL3,ZNF705G
ASCL3,ZNF821
ASCL3,FOXD3
ASCL3,ZNF771
ASCL3,ZNF214
ASCL3,NFATC2
ASCL3,ZNF92
ASCL3,HOXB8
ASCL3,FOXD3
ASCL3,PATZ1
ASCL3,IRF6
ASCL3,ZSCAN20
ASCL3,GATAD2A
ASCL3,ZNF324B
ASCL3,DMRTC2
ASCL3,HMG20B
ASCL3,ZNF572
ASCL3,ZNF33B
ASCL3,ESRRB
ASCL3,FOXD3
ASCL3,NKX3-2
ASCL3,RAG1
ASCL3,CREM
ASCL3,ZNF782
ASCL3,ZKSCAN3
ASCL3,EBF3
ASCL3,SP140L
ASCL3,HES2
ASCL3,SPZ1
ASCL3,ESR1
ASCL3,FOXN1
ASCL3,DPF3
ASCL3,TBX3
ASCL3,ZNF214
ASCL3,TFAP2B
ASCL3,HOXD8
ASCL3,SRY
ASCL3,NR1H4
ASCL3,TLX1
ASCL3,HMGA2
ASCL3,ETV7
ASCL3,WT1
ASCL3,GCM2
ASCL3,PAX8
ASCL3,POU6F1
ASCL3,SOX4
ASCL3,ZNF397
ASCL3,TCF24
ASCL3,HES2
ASCL3,HES6
ASCL3,ZNF365
ASCL3,PLSCR1
ASCL3,BACH1
ASCL3,POU5F2
ASCL3,ZNF852
ASCL3,ZNF578
ASCL3,PAX8
ASCL3,RORA
ASCL3,HMGA2
ASCL3,NR5A2
ASCL3,HMGA2
ASCL3,TFAP2C
ASCL3,ESR1
ASCL3,ZFP42
ASCL3,HNF1B
ASCL3,NKX1-1
ASCL3,RARB
ASCL3,SP100
ASCL3,HOXB9
ASCL3,ZNF595
ASCL3,ZNF585B
ASCL3,SPIC
ASCL3,KMT2B
ASCL3,CASZ1
ASCL3,HOXC10
ASCL3,TP63
ASCL3,TP63
ASCL3,RFX6
ASCL3,FOXR1
ASCL3,ZSCAN4
IKZF3,SCML4
IKZF3,USF3
IKZF3,PGR
IKZF3,NR1H4
IKZF3,TCF21
IKZF3,TBX22
IKZF3,ZNF215
IKZF3,TBX1
IKZF3,PHOX2B
IKZF3,RARG
IKZF3,ZNF560
IKZF3,OTP
IKZF3,ZNF750
IKZF3,ZNF518B
IKZF3,ZBTB10
IKZF3,ZNF28
IKZF3,SP7
IKZF3,VENTX
IKZF3,ZNF181
IKZF3,NFIX
IKZF3,ZNF579
IKZF3,LHX4
IKZF3,MYB
IKZF3,ZFP57
IKZF3,POU1F1
IKZF3,ZNF800
IKZF3,TFAP2A
IKZF3,ZIM3
IKZF3,ZBED2
IKZF3,MBD2
IKZF3,RREB1
IKZF3,ZNF625
IKZF3,TBX3
IKZF3,TP63
IKZF3,RARB
IKZF3,ISX
IKZF3,NR1I3
IKZF3,ZNF280A
IKZF3,ZSCAN12
IKZF3,PAX3
IKZF3,ZKSCAN3
IKZF3,TBX18
IKZF3,ZNF672
IKZF3,ZNF492
IKZF3,TFAP2A
IKZF3,SRCAP
IKZF3,PRDM14
IKZF3,TCF21
IKZF3,ZNF429
IKZF3,ZNF391
IKZF3,ZNF316
IKZF3,TLX3
IKZF3,LHX4
IKZF3,JRK
IKZF3,NCOA3
IKZF3,PAX3
IKZF3,NEUROG1
IKZF3,PAX9
IKZF3,IRF4
IKZF3,ZSCAN30
IKZF3,PRDM13
IKZF3,ZNF543
IKZF3,NR5A2
IKZF3,SCML4
IKZF3,NR1I2
IKZF3,NR2F2
IKZF3,SNAI3
IKZF3,TCF21
IKZF3,SHOX
IKZF3,USF3
IKZF3,ZNF578
IKZF3,NR1H4
IKZF3,ZNF777
IKZF3,ZNF99
IKZF3,TBX5
IKZF3,SKIL
IKZF3,NPAS4
IKZF3,TBX1
IKZF3,SMAD4
IKZF3,ZSCAN23
IKZF3,ZNF710
IKZF3,RREB1
IKZF3,PROX2
IKZF3,ONECUT1
IKZF3,PAX9
IKZF3,ONECUT2
IKZF3,SIM1
IKZF3,SIX1
IKZF3,SOX5
IKZF3,IRF4
IKZF3,NEUROD4
IKZF3,NR1I3
IKZF3,PAX4
IKZF3,ZNF443
IKZF3,NKX2-1
IKZF3,ZSCAN10
IKZF3,KLF14
IKZF3,SCML4
IKZF3,MEOX2
IKZF3,POU3F4
IKZF3,ZNF804B
IKZF3,ZFP1
IKZF3,RREB1
IKZF3,PITX1
IKZF3,POU2F3
IKZF3,ZFP42
IKZF3,NR2F6
IKZF3,ZNF583
IKZF3,MKX
IKZF3,TBX20
IKZF3,SHOX2
IKZF3,REPIN1
IKZF3,NFKB2
IKZF3,MYNN
IKZF3,PRDM15
IKZF3,NR5A2
IKZF3,LBX1
IKZF3,ZBTB24
IKZF3,ZNF705G
IKZF3,ZNF821
IKZF3,ZNF771
IKZF3,ZNF214
IKZF3,NFATC2
IKZF3,ZNF92
IKZF3,PATZ1
IKZF3,IRF6
IKZF3,ZSCAN20
IKZF3,ZNF324B
IKZF3,ZNF572
IKZF3,ZNF33B
IKZF3,NKX3-2
IKZF3,RAG1
IKZF3,ZNF782
IKZF3,ZKSCAN3
IKZF3,SP140L
IKZF3,SPZ1
IKZF3,TBX3
IKZF3,ZNF214
IKZF3,TFAP2B
IKZF3,SRY
IKZF3,NR1H4
IKZF3,TLX1
IKZF3,WT1
IKZF3,PAX8
IKZF3,POU6F1
IKZF3,SOX4
IKZF3,ZNF397
IKZF3,TCF24
IKZF3,ZNF365
IKZF3,PLSCR1
IKZF3,POU5F2
IKZF3,ZNF852
IKZF3,ZNF578
IKZF3,PAX8
IKZF3,ZNF556
IKZF3,RORA
IKZF3,NR5A2
IKZF3,TFAP2C
IKZF3,ZFP42
IKZF3,NKX1-1
IKZF3,RARB
IKZF3,SP100
IKZF3,ZNF595
IKZF3,ZNF585B
IKZF3,SPIC
IKZF3,KMT2B
IKZF3,TP63
IKZF3,TP63
IKZF3,RFX6
IKZF3,ZSCAN4
CDX2,SCML4
CDX2,USF3
CDX2,PGR
CDX2,NR1H4
CDX2,TCF21
CDX2,TBX22
CDX2,ZNF215
CDX2,HNF4A
CDX2,DLX4
CDX2,IKZF1
CDX2,TBX1
CDX2,HOXD10
CDX2,EBF2
CDX2,PHOX2B
CDX2,RARG
CDX2,ZNF560
CDX2,OTP
CDX2,ZNF750
CDX2,ZNF518B
CDX2,ZBTB10
CDX2,ZNF28
CDX2,HOXD3
CDX2,SP7
CDX2,DMRT3
CDX2,VENTX
CDX2,ZNF181
CDX2,NFIX
CDX2,LHX4
CDX2,MYB
CDX2,ZFP57
CDX2,POU1F1
CDX2,GLI4
CDX2,ZNF800
CDX2,TFAP2A
CDX2,ZIM3
CDX2,FIGLA
CDX2,ZBED2
CDX2,MBD2
CDX2,RREB1
CDX2,IKZF3
CDX2,HOXD10
CDX2,CRX
CDX2,ZNF625
CDX2,GATA3
CDX2,TBX3
CDX2,TP63
CDX2,RARB
CDX2,CENPA
CDX2,ESR2
CDX2,ISX
CDX2,NR1I3
CDX2,ZNF280A
CDX2,ZSCAN12
CDX2,PAX3
CDX2,GLI4
CDX2,ZKSCAN3
CDX2,TBX18
CDX2,HOXB1
CDX2,ZNF672
CDX2,ZNF492
CDX2,ELF5
CDX2,TFAP2A
CDX2,FOXA1
CDX2,SRCAP
CDX2,GFI1B
CDX2,PRDM14
CDX2,ELF3
CDX2,TCF21
CDX2,ZNF429
CDX2,ZNF391
CDX2,HOXD12
CDX2,ZNF316
CDX2,TLX3
CDX2,LHX4
CDX2,JRK
CDX2,GATA5
CDX2,NCOA3
CDX2,PAX3
CDX2,HOXD3
CDX2,NEUROG1
CDX2,PAX9
CDX2,IRF4
CDX2,ZSCAN30
CDX2,HOXA11
CDX2,PRDM13
CDX2,FOXK1
CDX2,HOXA13
CDX2,ESRRB
CDX2,ZNF543
CDX2,NR5A2
CDX2,SCML4
CDX2,FOXR2
CDX2,NR1I2
CDX2,NR2F2
CDX2,SNAI3
CDX2,TCF21
CDX2,ESR2
CDX2,FOXJ2
CDX2,SHOX
CDX2,USF3
CDX2,ZNF578
CDX2,FOXP2
CDX2,NR1H4
CDX2,ZNF777
CDX2,HOXD13
CDX2,ZNF99
CDX2,TBX5
CDX2,DMRTA1
CDX2,SKIL
CDX2,NPAS4
CDX2,TBX1
CDX2,SMAD4
CDX2,ZSCAN23
CDX2,IKZF1
CDX2,ZNF710
CDX2,GATA4
CDX2,RREB1
CDX2,PROX2
CDX2,ONECUT1
CDX2,GATA4
CDX2,PAX9
CDX2,CREBZF
CDX2,ONECUT2
CDX2,CDX4
CDX2,SIM1
CDX2,SIX1
CDX2,SOX5
CDX2,GATAD2A
CDX2,IRF4
CDX2,NEUROD4
CDX2,HOXA1
CDX2,NR1I3
CDX2,PAX4
CDX2,ZNF443
CDX2,NKX2-1
CDX2,DR1
CDX2,KLF14
CDX2,SCML4
CDX2,HNF1A
CDX2,MEOX2
CDX2,NR2E3
CDX2,HOXB8
CDX2,EHF
CDX2,POU3F4
CDX2,HOXA13
CDX2,ZNF804B
CDX2,HOXD4
CDX2,ZFP1
CDX2,RREB1
CDX2,PITX1
CDX2,POU2F3
CDX2,ZFP42
CDX2,HMGA2
CDX2,EBF2
CDX2,HMGA2
CDX2,FOXA1
CDX2,FOXE1
CDX2,NR2F6
CDX2,ESR2
CDX2,DOT1L
CDX2,GSX1
CDX2,ELF5
CDX2,ZNF583
CDX2,MKX
CDX2,TBX20
CDX2,HOXD13
CDX2,SHOX2
CDX2,REPIN1
CDX2,NFKB2
CDX2,MYNN
CDX2,PRDM15
CDX2,DMRT1
CDX2,HOXA13
CDX2,LBX1
CDX2,ZBTB24
CDX2,GSC2
CDX2,ZNF705G
CDX2,FOXD3
CDX2,ZNF771
CDX2,ZNF214
CDX2,NFATC2
CDX2,ZNF92
CDX2,HOXB8
CDX2,FOXD3
CDX2,PATZ1
CDX2,IRF6
CDX2,GATAD2A
CDX2,ZNF324B
CDX2,DMRTC2
CDX2,HMG20B
CDX2,ZNF572
CDX2,ESRRB
CDX2,FOXD3
CDX2,NKX3-2
CDX2,RAG1
CDX2,CREM
CDX2,ZNF782
CDX2,ZKSCAN3
CDX2,EBF3
CDX2,SP140L
CDX2,HES2
CDX2,SPZ1
CDX2,ESR1
CDX2,FOXN1
CDX2,TBX3
CDX2,ZNF214
CDX2,TFAP2B
CDX2,HOXD8
CDX2,SRY
CDX2,NR1H4
CDX2,TLX1
CDX2,HMGA2
CDX2,ETV7
CDX2,WT1
CDX2,GCM2
CDX2,PAX8
CDX2,POU6F1
CDX2,SOX4
CDX2,ZNF397
CDX2,TCF24
CDX2,HES2
CDX2,HES6
CDX2,ZNF365
CDX2,PLSCR1
CDX2,POU5F2
CDX2,ZNF852
CDX2,ZNF578
CDX2,PAX8
CDX2,RORA
CDX2,HMGA2
CDX2,NR5A2
CDX2,HMGA2
CDX2,TFAP2C
CDX2,ESR1
CDX2,ZFP42
CDX2,HNF1B
CDX2,NKX1-1
CDX2,RARB
CDX2,SP100
CDX2,HOXB9
CDX2,ZNF595
CDX2,ZNF585B
CDX2,SPIC
CDX2,KMT2B
CDX2,HOXC10
CDX2,TP63
CDX2,TP63
CDX2,RFX6
CDX2,FOXR1
CDX2,ZSCAN4
HOXD10,SCML4
HOXD10,USF3
HOXD10,PGR
HOXD10,NR1H4
HOXD10,TCF21
HOXD10,TBX22
HOXD10,ZNF215
HOXD10,MYCN
HOXD10,IKZF1
HOXD10,TBX1
HOXD10,PHOX2B
HOXD10,RARG
HOXD10,ZNF560
HOXD10,OTP
HOXD10,ZNF750
HOXD10,TEF
HOXD10,ZNF518B
HOXD10,ZBTB10
HOXD10,ZNF28
HOXD10,HOXD3
HOXD10,SP7
HOXD10,VENTX
HOXD10,ZNF181
HOXD10,NFIX
HOXD10,ZNF579
HOXD10,LHX4
HOXD10,MYB
HOXD10,ZFP57
HOXD10,POU1F1
HOXD10,ZNF800
HOXD10,TFAP2A
HOXD10,ZIM3
HOXD10,ZBED2
HOXD10,MBD2
HOXD10,RREB1
HOXD10,IKZF3
HOXD10,ZNF625
HOXD10,TBX3
HOXD10,TP63
HOXD10,RARB
HOXD10,ISX
HOXD10,NR1I3
HOXD10,ZNF280A
HOXD10,ZSCAN12
HOXD10,PAX3
HOXD10,ZKSCAN3
HOXD10,TBX18
HOXD10,ZNF672
HOXD10,ZNF492
HOXD10,TFAP2A
HOXD10,SRCAP
HOXD10,PRDM14
HOXD10,TCF21
HOXD10,ZNF429
HOXD10,ZNF391
HOXD10,HOXD12
HOXD10,ZNF316
HOXD10,TLX3
HOXD10,LHX4
HOXD10,JRK
HOXD10,NCOA3
HOXD10,PAX3
HOXD10,HOXD3
HOXD10,NEUROG1
HOXD10,PAX9
HOXD10,IRF4
HOXD10,ZSCAN30
HOXD10,PRDM13
HOXD10,ZNF543
HOXD10,NR5A2
HOXD10,SCML4
HOXD10,NR1I2
HOXD10,NR2F2
HOXD10,SNAI3
HOXD10,TCF21
HOXD10,SHOX
HOXD10,USF3
HOXD10,ZNF578
HOXD10,NR1H4
HOXD10,ZNF777
HOXD10,HOXD13
HOXD10,ZNF99
HOXD10,TBX5
HOXD10,SKIL
HOXD10,NPAS4
HOXD10,TBX1
HOXD10,SMAD4
HOXD10,ZSCAN23
HOXD10,IKZF1
HOXD10,ZNF710
HOXD10,RREB1
HOXD10,PROX2
HOXD10,ONECUT1
HOXD10,PAX9
HOXD10,ONECUT2
HOXD10,SIM1
HOXD10,SIX1
HOXD10,SOX5
HOXD10,IRF4
HOXD10,NEUROD4
HOXD10,NR1I3
HOXD10,PAX4
HOXD10,ZNF443
HOXD10,NKX2-1
HOXD10,ZSCAN10
HOXD10,KLF14
HOXD10,SCML4
HOXD10,MEOX2
HOXD10,POU3F4
HOXD10,ZNF804B
HOXD10,HOXD4
HOXD10,ZFP1
HOXD10,RREB1
HOXD10,PITX1
HOXD10,POU2F3
HOXD10,ZFP42
HOXD10,NR2F6
HOXD10,ZNF583
HOXD10,MKX
HOXD10,TBX20
HOXD10,HOXD13
HOXD10,SHOX2
HOXD10,REPIN1
HOXD10,NFKB2
HOXD10,MYNN
HOXD10,PRDM15
HOXD10,NR5A2
HOXD10,LBX1
HOXD10,ZBTB24
HOXD10,ZNF705G
HOXD10,ZNF821
HOXD10,ZNF771
HOXD10,ZNF214
HOXD10,NFATC2
HOXD10,ZNF92
HOXD10,PATZ1
HOXD10,IRF6
HOXD10,ZSCAN20
HOXD10,ZNF324B
HOXD10,ZNF572
HOXD10,ZNF33B
HOXD10,NKX3-2
HOXD10,RAG1
HOXD10,ZNF782
HOXD10,ZKSCAN3
HOXD10,SP140L
HOXD10,SPZ1
HOXD10,TBX3
